UNIPROT	gene_name	mf	final_score	method
P10275	AR	tf	5.17961520359608	VIPER
P18850	ATF6	tf	4.87846765064778	VIPER
Q99626	CDX2	tf	-3.48004834121949	VIPER
Q16254	E2F4	tf	6.25188956196077	VIPER
P03372	ESR1	tf	0.216990436429912	VIPER+PhosphoScore
Q92731	ESR2	tf	4.08659038602157	VIPER
Q01543	FLI1	tf	-2.48143963494504	VIPER
P55317	FOXA1	rec	0	constrains
O43524	FOXO3	tf	3.52187514684192	VIPER
P15976	GATA1	tf	-3.1108544407815	VIPER
P10070	GLI2	tf	-2.11321545775495	VIPER
SIGNOR-C418	HIF_1_COMPLEX	tf	2.60371462213196	VIPER
Q16665	HIF1A	tf	5.09492711906956	VIPER
P20823	HNF1A	tf	-7.02275204424323	VIPER
P41235	HNF4A	tf	-2.58933086995772	VIPER
P51608	MECP2	tf	-2.09006057280113	VIPER
P01106	MYC	tf	10.2512683583341	VIPER
P04198	MYCN	tf	2.24429737195288	VIPER
SIGNOR-C93	MYOD1_SWI_SNF_COMPLEX	tf	-2.0214373576246	VIPER
Q13469	NFATC2	tf	-2.50648976788291	VIPER
Q16236	NFE2L2	tf	4.02189566981951	VIPER
Q13285	NR5A1	tf	-2.60254728609739	VIPER
SIGNOR-C104	RFX_COMPLEX	tf	6.02599863059188	VIPER
P48382	RFX5	tf	5.40622451127921	VIPER
P84022	SMAD3	rec	0	constrains
SIGNOR-C451	SOX17_POU5F1	tf	-2.84650759697065	VIPER
SIGNOR-C73	SOX2_POU5F1	tf	-3.7571855509233	VIPER
P42224	STAT1	tf	3.24957196890808	VIPER
Q92754	TFAP2C	tf	2.07799267329427	VIPER
P19532	TFE3	tf	4.19323035287298	VIPER
P19484	TFEB	tf	4.85703550400904	VIPER
P04637	TP53	rec	0	constrains
P22415	USF1	tf	2.47072141737795	VIPER
Q15853	USF2	tf	3.6048057500391	VIPER
P11473	VDR	tf	2.13421398891467	VIPER
P06748	NPM1	tf	2.50269412022549	PhosphoScore
P04150	NR3C1	tf	2.11529974327718	PhosphoScore
Q12888	TP53BP1	tf	-1.96773566437573	PhosphoScore
P46937	YAP1	tf	2.05048910484981	PhosphoScore
P00519	ABL1	kin	3.24640281695922	VIPER
P27037	ACVR2A	kin	-5.0178582313469	VIPER
Q13705	ACVR2B	kin	-3.16631845204887	VIPER
P31749	AKT1	rec	0	constrains
Q9UM73	ALK	kin	3.33757366755274	VIPER
Q13315	ATM	rec	0	constrains
Q96GD4	AURKB	kin	-1.32482214650406	VIPER
P30530	AXL	kin	2.14937420558879	VIPER
P36894	BMPR1A	kin	-4.81825179149596	VIPER
O00238	BMPR1B	kin	-4.44619744848727	VIPER
Q13873	BMPR2	kin	-3.52705547304944	VIPER
P51813	BMX	kin	2.71317520999685	VIPER
Q06187	BTK	kin	2.82893857453922	VIPER
Q8N5S9	CAMKK1	kin	2.78105815036897	VIPER
Q96RR4	CAMKK2	kin	3.28020076662241	VIPER
P06493	CDK1	kin	-8.25043811343694	VIPER
Q15131	CDK10	kin	-2.69240751155542	VIPER
P24941	CDK2	kin	-9.69049853463617	VIPER
Q00526	CDK3	kin	-7.19321373896086	VIPER
P11802	CDK4	kin	-2.83525928133913	VIPER
Q00535	CDK5	kin	-6.12384823776764	VIPER
Q00534	CDK6	kin	-5.42563726457235	VIPER
P49760	CLK2	kin	-2.47573028151307	VIPER
P49761	CLK3	kin	-6.2320727921349	VIPER
P07333	CSF1R	kin	3.6198632680256	VIPER
P41240	CSK	kin	3.34774811393775	VIPER
P68400	CSNK2A1	kin	-2.48806380489331	VIPER
Q08345	DDR1	kin	3.36382362044134	VIPER
