UNIPROT	gene_name	mf	final_score	method
P10275	AR	tf	5.03191534418041	VIPER
P18850	ATF6	tf	4.35744952439205	VIPER
Q99626	CDX2	tf	-3.44614190624403	VIPER
P49715	CEBPA	tf	2.20810929755486	VIPER
Q16254	E2F4	tf	7.3972233817562	VIPER
P19419	ELK1	tf	3.16236258917784	VIPER
P11308	ERG	tf	2.30194323016167	VIPER
P03372	ESR1	tf	-0.0615969229225577	VIPER+PhosphoScore
Q92731	ESR2	tf	3.33261617344796	VIPER
O43524	FOXO3	tf	3.43560367610576	VIPER+PhosphoScore
P15976	GATA1	tf	-2.21674934869914	VIPER
P10070	GLI2	tf	-2.11409029913138	VIPER
SIGNOR-C418	HIF_1_COMPLEX	tf	2.89135461598799	VIPER
Q16665	HIF1A	tf	5.47499082679991	VIPER
P20823	HNF1A	tf	-4.53947456906273	VIPER
P01106	MYC	tf	11.1953233351215	VIPER
Q16236	NFE2L2	tf	4.00726991452347	VIPER
Q13285	NR5A1	tf	-2.34079091731607	VIPER
SIGNOR-C104	RFX_COMPLEX	tf	6.00402553571079	VIPER
P48382	RFX5	tf	5.14899357975329	VIPER
Q13761	RUNX3	tf	-2.06736184320718	VIPER
P84022	SMAD3	tf	3.39376747784202	VIPER
SIGNOR-C73	SOX2_POU5F1	tf	-2.82950468552462	VIPER
P08047	SP1	tf	2.66459547860315	VIPER
P11831	SRF	tf	2.38045612324385	VIPER
P42224	STAT1	tf	2.48827460089776	VIPER
P40763	STAT3	tf	3.17273529882766	VIPER
P05549	TFAP2A	tf	2.25563671873715	VIPER
P19532	TFE3	tf	4.46387267976161	VIPER
P19484	TFEB	tf	4.91622511709027	VIPER
P04637	TP53	tf	2.82482141672718	VIPER
Q15853	USF2	tf	2.39207600982458	VIPER
P11473	VDR	tf	2.10693015308958	VIPER
Q2M2I8	AAK1	kin	-2.9707609723731	VIPER
P00519	ABL1	kin	-2.03238803953783	VIPER
P27037	ACVR2A	kin	3.50567075649052	VIPER
Q13705	ACVR2B	kin	4.47043706611914	VIPER
O14965	AURKA	kin	-1.37686160800556	VIPER
Q96GD4	AURKB	kin	-1.86312795101067	VIPER
O14874	BCKDK	kin	3.35838218535168	VIPER
P51451	BLK	kin	-2.41803782291443	VIPER
P36894	BMPR1A	kin	2.82912311300569	VIPER
O00238	BMPR1B	kin	3.4560455978182	VIPER
Q8TDC3	BRSK1	kin	1.96446185328699	VIPER
Q96RR4	CAMKK2	kin	-1.97289136995085	VIPER
P30307	CDC25C	phos	-0.492914606048557	VIPER
O00311	CDC7	kin	3.06335346805678	VIPER
P06493	CDK1	kin	-6.34409984466295	VIPER+PhosphoScore
Q15131	CDK10	kin	-5.40369094376245	VIPER
P211272	CDK11B	kin	-2.93190240657298	VIPER
Q9NYV4	CDK12	kin	-3.39801136966571	VIPER
Q14004	CDK13	kin	-2.86855051428414	VIPER
O94921	CDK14	kin	-3.00598096151341	VIPER
Q00536	CDK16	kin	-4.70738776437811	VIPER
Q00537	CDK17	kin	-3.78607428096473	VIPER
Q07002	CDK18	kin	-2.79113436480251	VIPER
Q9BWU1	CDK19	kin	-3.0682205786818	VIPER
P24941	CDK2	kin	-14.2717918121633	VIPER
Q8IZL9	CDK20	kin	-3.28619669527801	VIPER
Q00526	CDK3	kin	-9.63221123276943	VIPER
P11802	CDK4	kin	-6.00728024862313	VIPER
Q00535	CDK5	kin	-12.6886041843484	VIPER
Q00534	CDK6	kin	-10.044297856229	VIPER
P50613	CDK7	kin	-2.46452348596417	VIPER
P49336	CDK8	kin	-3.42574683691202	VIPER
P38936	CDKN1A	kin	-1.26364668408324	VIPER
O14757	CHEK1	kin	-2.14993632375496	VIPER
P68400	CSNK2A1	kin	-2.39411066867342	VIPER
SIGNOR-C17	CYCLINB_CDK1	kin	-3.14816017542017	VIPER
SIGNOR-C16	CYCLINE_CDK2	kin	-2.32977014454139	VIPER
Q6XUX3	DSTYK	kin	2.75297672702537	VIPER
O00418	EEF2K	kin	2.2715978135971	VIPER
P00533	EGFR	kin	-1.97539914778137	VIPER
P29317	EPHA2	kin	-2.16917689899124	VIPER
Q15375	EPHA7	kin	-2.28065856180386	VIPER
P54762	EPHB1	kin	-2.09613795454601	VIPER
P54753	EPHB3	kin	-2.17489282680665	VIPER
Q15303	ERBB4	kin	-2.3006839491904	VIPER
P07332	FES	kin	-2.23522786152956	VIPER
P42685	FRK	kin	-2.08543162974602	VIPER
Q8TF76	HASPIN	kin	-2.47012616307443	VIPER
Q8NE63	HIPK4	kin	-0.365371423866862	VIPER
P57058	HUNK	kin	2.40367253614158	VIPER
Q5S007	LRRK2	kin	-3.53897942934214	VIPER
O43283	MAP3K13	kin	-3.68178475679424	VIPER
P28482	MAPK1	kin	-3.63508830340668	VIPER
