UNIPROT,gene_name,mf,final_score,method
P10275,AR,tf,3.8403606454652777,VIPER
P18848,ATF4,tf,2.0829042140675815,VIPER
P18850,ATF6,tf,4.079000822292862,VIPER
Q99626,CDX2,tf,-2.750120872116022,VIPER
P49711,CTCF,rec,0,constrains
Q16254,E2F4,tf,6.744000322322117,VIPER
P58012,FOXL2,tf,-2.3479387087034396,VIPER
Q14526,HIC1,tf,-2.384703336943112,VIPER
SIGNOR-C418,HIF_1_COMPLEX,tf,2.7114357933696147,VIPER
Q16665,HIF1A,tf,3.2311865664729944,VIPER
P20823,HNF1A,tf,-2.989016110405951,VIPER
P01106,MYC,tf,11.74574439713608,VIPER
P04198,MYCN,tf,2.2161919932394625,VIPER
Q13469,NFATC2,tf,-2.954067656251543,VIPER
Q16236,NFE2L2,tf,2.684374997501527,VIPER
P19838,NFKB1,tf,-2.512226291817342,VIPER
P23511,NFYA,tf,2.575203649974436,VIPER
P24468,NR2F2,tf,-2.5265304093096965,VIPER
Q13285,NR5A1,tf,-2.71169677227993,VIPER
P26367,PAX6,tf,-2.1132511007267047,VIPER
P84022,SMAD3,rec,0,constrains
SIGNOR-C73,SOX2_POU5F1,tf,-2.8393682717059914,VIPER
P17947,SPI1,tf,-3.3188401876567086,VIPER
P19532,TFE3,tf,2.8607599167729125,VIPER
P19484,TFEB,tf,3.640445256909741,VIPER
P04637,TP53,rec,-1,constrains
P03372,ESR1,tf,-2.655305639009889,PhosphoScore
P14921,ETS1,tf,-2.255139001735385,PhosphoScore
Q00613,HSF1,tf,2.296652064168779,PhosphoScore
Q2M2I8,AAK1,kin,4.866349135693707,VIPER
P27037,ACVR2A,kin,2.9519555648446447,VIPER
Q13705,ACVR2B,kin,2.7175174177116395,VIPER
P31749,AKT1,rec,0,constrains
Q9Y243,AKT3,kin,-2.9038784785299327,VIPER
O00238,BMPR1B,kin,2.247466883159224,VIPER
P51813,BMX,kin,-2.0119826817227797,VIPER
Q16566,CAMK4,kin,-3.1549105447918584,VIPER
P06493,CDK1,kin,10.06031919627151,VIPER
Q15131,CDK10,kin,6.224718554600728,VIPER
Q9NYV4,CDK12,rec,0,constrains
Q14004,CDK13,kin,3.6020562441614317,VIPER
O94921,CDK14,kin,3.829833598822762,VIPER
Q00536,CDK16,kin,6.0956825018237355,VIPER
Q00537,CDK17,kin,3.9023328787761065,VIPER
Q07002,CDK18,kin,3.878762610174989,VIPER
Q9BWU1,CDK19,kin,1.971226891050845,VIPER
P24941,CDK2,kin,10.885925269392512,VIPER
Q00526,CDK3,kin,7.991161031738026,VIPER
P11802,CDK4,kin,5.533726431543764,VIPER
Q00535,CDK5,kin,7.648890772837896,VIPER
Q15078,CDK5R1,kin,-2.0288680302405746,VIPER
Q00534,CDK6,kin,6.7095728897798415,VIPER
P50613,CDK7,kin,3.8102926486857704,VIPER
P49336,CDK8,kin,1.9859223797392895,VIPER
P50750,CDK9,kin,4.64084735556337,VIPER
P38936,CDKN1A,kin,-2.055106998841299,VIPER
P49761,CLK3,kin,3.754700711356507,VIPER
P07333,CSF1R,kin,-1.9819407824654576,VIPER
P53355,DAPK1,kin,-8.437036314116467,VIPER
Q9UIK4,DAPK2,kin,-2.78979184289595,VIPER
Q9BY84,DUSP16,phos,-2.057854549938606,VIPER
Q16828,DUSP6,phos,-2.3500628965458463,VIPER
Q16829,DUSP7,phos,-2.1418362165704012,VIPER
Q13202,DUSP8,phos,-2.269936278619835,VIPER
Q9Y463,DYRK1B,kin,2.7994652494890246,VIPER
Q9NR20,DYRK4,kin,2.952477906726313,VIPER
P00533,EGFR,kin,-2.496485371321767,VIPER
P21709,EPHA1,kin,-2.1184170088786773,VIPER
P54764,EPHA4,kin,-1.847688218646771,VIPER
Q9UF33,EPHA6,kin,-2.1225057847225743,VIPER
Q15303,ERBB4,kin,-2.668478016386478,VIPER
P16591,FER,kin,-2.339974721843922,VIPER
P07332,FES,kin,-2.3491192503823743,VIPER
P21802,FGFR2,kin,-1.823556543962409,VIPER
P22455,FGFR4,kin,-2.367941596949079,VIPER
P42685,FRK,kin,-1.9840441808501508,VIPER
O14976,GAK,kin,2.0451848821632383,VIPER
P34947,GRK5,kin,-0.9696089766302164,VIPER
Q8WTQ7,GRK7,kin,2.193194557428841,VIPER
P49840,GSK3A,kin,4.085674286065086,VIPER
Q9H2X6,HIPK2,kin,2.791278275760737,VIPER
P52333,JAK3,kin,-2.1789004482971523,VIPER
P07948,LYN,kin,-2.0507447602922926,VIPER
O43283,MAP3K13,kin,3.36200478162941,VIPER
Q9Y2U5,MAP3K2,kin,-2.0391078921723347,VIPER
Q16539,MAPK14,kin,2.4239252271632936,VIPER
Q16644,MAPKAPK3,kin,-2.277483569991011,VIPER
Q8IW41,MAPKAPK5,kin,-3.929871615314916,VIPER
Q6P0Q8,MAST2,kin,-8.15133460170211,VIPER
P42679,MATK,kin,-2.2165284004610624,VIPER
Q14680,MELK,kin,-3.401161611241191,VIPER
P08581,MET,kin,-2.449035887280694,VIPER
Q04912,MST1R,kin,-1.980587753634789,VIPER
P42345,MTOR,kin,4.378125702300694,VIPER
O15146,MUSK,kin,-1.9938264088521327,VIPER
Q86YV6,MYLK4,kin,-8.515498703668644,VIPER
Q8WXR4,MYO3B,kin,-0.491744754786509,VIPER
P51955,NEK2,kin,-5.661614268282129,VIPER
P51957,NEK4,kin,-2.496144339560937,VIPER
Q9HC98,NEK6,kin,1.9601103485925455,VIPER
Q9UBE8,NLK,kin,4.061459610164864,VIPER
Q13153,PAK1,kin,-8.305659267824048,VIPER
Q13177,PAK2,kin,-8.113436050828238,VIPER
O75914,PAK3,kin,-6.520137395447767,VIPER
O96013,PAK4,kin,-5.688592147452948,VIPER
Q9P286,PAK5,kin,-7.015676862433401,VIPER
Q9NQU5,PAK6,kin,-4.950347447807662,VIPER
