UNIPROT,gene_name,mf,final_score,method
P10275,AR,tf,-0.01600098739952571,VIPER+PhosphoScore
P18850,ATF6,tf,4.476616184185189,VIPER
Q99626,CDX2,tf,-1.9768144407843584,VIPER
P49711,CTCF,rec,0,constrains
Q01094,E2F1,tf,2.0171382332243177,VIPER
Q16254,E2F4,tf,9.101312887013444,VIPER
P19419,ELK1,tf,2.808811966149406,VIPER
P03372,ESR1,tf,-0.8864094540353289,VIPER+PhosphoScore
Q92731,ESR2,tf,2.1879842367385507,VIPER
P98177,FOXO4,tf,2.147370573626553,VIPER
P15976,GATA1,tf,-1.984166284001704,VIPER
Q14526,HIC1,tf,-2.471985099193014,VIPER
SIGNOR-C418,HIF_1_COMPLEX,tf,2.8478009685061987,VIPER
Q16665,HIF1A,tf,5.6179723750452055,VIPER
P20823,HNF1A,tf,-4.143259762222882,VIPER
P05412,JUN,rec,0,constrains
P01106,MYC,tf,12.176429360399643,VIPER
P04198,MYCN,tf,3.1947035065744784,VIPER
Q13469,NFATC2,tf,-2.3471081769817377,VIPER
Q16236,NFE2L2,tf,4.950526982056036,VIPER
SIGNOR-C13,NFKB_P65_P50,tf,2.9760148634371903,VIPER
P23511,NFYA,tf,2.142479521256296,VIPER
Q04206,RELA,tf,2.5185065285636603,VIPER
SIGNOR-C104,RFX_COMPLEX,tf,3.6556515479162264,VIPER
P48382,RFX5,tf,3.613642072938718,VIPER
Q13761,RUNX3,tf,-2.136509647779238,VIPER
P56693,SOX10,tf,-2.2538476182564167,VIPER
SIGNOR-C451,SOX17_POU5F1,tf,-2.479325061407312,VIPER
SIGNOR-C73,SOX2_POU5F1,tf,-3.8131873613420826,VIPER
P08047,SP1,tf,2.526610038192462,VIPER
P36956,SREBF1,tf,2.3933268067791618,VIPER
Q12772,SREBF2,tf,2.7155250484782543,VIPER
P05549,TFAP2A,tf,1.9675976036025495,VIPER
P19532,TFE3,tf,4.264806292460758,VIPER
P19484,TFEB,tf,4.4369256547570854,VIPER
P04637,TP53,rec,-1,constrains
P11473,VDR,tf,2.387181867745656,VIPER
P46937,YAP1,tf,2.035323914993254,VIPER
Q00613,HSF1,tf,-2.6645731426476496,PhosphoScore
O95644,NFATC1,tf,-2.0900411721983696,PhosphoScore
P06748,NPM1,tf,2.187291249722686,PhosphoScore
P00519,ABL1,kin,2.8761896104606626,VIPER
P27037,ACVR2A,kin,-4.065573382140551,VIPER
Q13705,ACVR2B,kin,-2.9213414764112433,VIPER
O14874,BCKDK,kin,4.031454533843947,VIPER
P51451,BLK,kin,2.6260057005430486,VIPER
P36894,BMPR1A,kin,-6.240078545265337,VIPER
O00238,BMPR1B,kin,-6.687294177494879,VIPER
P51813,BMX,kin,2.0123512359520115,VIPER
P15056,BRAF,kin,1.99933346902431,VIPER
Q13557,CAMK2D,kin,5.3004800956920946,VIPER+PhosphoScore
Q8N5S9,CAMKK1,kin,9.2096500864420765,VIPER
Q96RR4,CAMKK2,kin,7.344109396568807,VIPER
O00311,CDC7,kin,-3.466179566326718,VIPER
P06493,CDK1,kin,-3.3667245539192083,VIPER
Q15131,CDK10,kin,-6.654024698607737,VIPER
Q00526,CDK3,kin,-4.518264802578915,VIPER
P11802,CDK4,kin,-2.242433546186814,VIPER
Q00535,CDK5,kin,-2.826068514706133,VIPER
