UNIPROT	gene_name	mf	final_score	method
P10275	AR	tf	5.82129922029948	VIPER
P15336	ATF2	tf	2.48670589553359	VIPER
P18850	ATF6	tf	4.82395787951745	VIPER
Q99626	CDX2	tf	-2.80963898664172	VIPER
P49715	CEBPA	tf	1.99491974209709	VIPER
Q16254	E2F4	tf	6.07369662683685	VIPER
P19419	ELK1	tf	2.40118699702242	VIPER
P03372	ESR1	tf	-0.364061219250157	VIPER+PhosphoScore
Q92731	ESR2	tf	3.69478908481929	VIPER
P14921	ETS1	tf	2.21900352925574	VIPER+PhosphoScore
P55317	FOXA1	rec	0	constrains
O43524	FOXO3	tf	3.94807611354516	VIPER
P15976	GATA1	tf	-2.88389321894723	VIPER
P10070	GLI2	tf	-2.49575076211414	VIPER
Q13547	HDAC1	tf	-2.08835531676991	VIPER
SIGNOR-C418	HIF_1_COMPLEX	tf	2.21783114410986	VIPER
Q16665	HIF1A	tf	5.38396961296925	VIPER
P20823	HNF1A	tf	-4.0691481726961	VIPER
P01106	MYC	tf	11.0990656111585	VIPER
Q13469	NFATC2	tf	-2.44157402511488	VIPER
Q16236	NFE2L2	tf	4.08634969469184	VIPER
P08651	NFIC	tf	2.37217158068103	VIPER
P46531	NOTCH1	rec	0	constrains
Q13285	NR5A1	tf	-2.5235120115456	VIPER
SIGNOR-C104	RFX_COMPLEX	tf	6.55848674209989	VIPER
P48382	RFX5	tf	6.10616019905846	VIPER
Q13761	RUNX3	tf	-2.10681113021852	VIPER
P84022	SMAD3	rec	0	constrains
SIGNOR-C451	SOX17_POU5F1	tf	-2.74058357397271	VIPER
SIGNOR-C73	SOX2_POU5F1	tf	-4.10471876805074	VIPER
P08047	SP1	tf	3.42841112293857	VIPER
P17947	SPI1	tf	2.44737024647226	VIPER
P11831	SRF	tf	1.97101003668512	VIPER
P42224	STAT1	tf	3.25010191326303	VIPER
P40763	STAT3	tf	3.09717625169194	VIPER
P05549	TFAP2A	tf	2.48272287269024	VIPER
Q92754	TFAP2C	tf	2.32808596259324	VIPER
P19532	TFE3	tf	4.31760107202775	VIPER
P19484	TFEB	tf	5.28151489828447	VIPER
P04637	TP53	rec	0	constrains
P22415	USF1	tf	2.49222430303157	VIPER
Q15853	USF2	tf	2.31916483402814	VIPER
P11473	VDR	tf	2.2929226565326	VIPER
O14896	IRF6	tf	-2.49341453897203	PhosphoScore
P06748	NPM1	tf	2.66010498966712	PhosphoScore
P49023	PXN	tf	2.36552339262662	PhosphoScore
Q12888	TP53BP1	tf	-2.19520755961655	PhosphoScore
Q2M2I8	AAK1	kin	-4.33166214028172	VIPER
P00519	ABL1	kin	4.65165739271565	VIPER
P27037	ACVR2A	kin	-7.08130629075583	VIPER
Q13705	ACVR2B	kin	-6.02225501565905	VIPER
Q9UM73	ALK	kin	4.44521184797733	VIPER
Q96GD4	AURKB	kin	-1.60165536021245	VIPER
P30530	AXL	kin	4.34237026389664	VIPER
O14874	BCKDK	kin	3.58865831308743	VIPER
P11274	BCR	kin	2.37952920473403	VIPER
P51451	BLK	kin	3.67181150787094	VIPER
P36894	BMPR1A	kin	-6.57481336723876	VIPER
O00238	BMPR1B	kin	-7.26234994774668	VIPER
Q13873	BMPR2	kin	-4.63532341141771	VIPER
P51813	BMX	kin	4.36386170613673	VIPER
