UNIPROT	gene_name	mf	final_score	method
P10275	AR	tf	4.0089199215743	VIPER+PhosphoScore
P18850	ATF6	tf	4.50761568192402	VIPER
Q99626	CDX2	tf	-3.22918306319627	VIPER
Q16254	E2F4	tf	9.3584065591143	VIPER
Q92731	ESR2	tf	3.12382297152771	VIPER
O43524	FOXO3	tf	2.68130277351167	VIPER
Q14526	HIC1	tf	-2.08630225107618	VIPER
Q16665	HIF1A	tf	3.78617773735076	VIPER
P20823	HNF1A	tf	-3.19958782031	VIPER
P01106	MYC	tf	10.8390585288191	VIPER
P04198	MYCN	tf	3.27809442824385	VIPER
SIGNOR-C93	MYOD1_SWI_SNF_COMPLEX	tf	-2.15451130322871	VIPER
Q13469	NFATC2	tf	-1.9781879379833	VIPER
Q16236	NFE2L2	tf	3.42396940281836	VIPER
Q13285	NR5A1	tf	-3.12993665193685	VIPER
SIGNOR-C104	RFX_COMPLEX	tf	3.93025534778657	VIPER
P48382	RFX5	tf	4.17499869507713	VIPER
P56693	SOX10	tf	-2.26775078670308	VIPER
SIGNOR-C73	SOX2_POU5F1	tf	-2.58729036678941	VIPER
P48436	SOX9	tf	-2.32411081860469	VIPER
Q12772	SREBF2	tf	2.88357061542152	VIPER
P42224	STAT1	tf	4.29697558252087	VIPER
P19532	TFE3	tf	4.10445409566242	VIPER
P19484	TFEB	tf	5.10418344709552	VIPER
P46937	YAP1	tf	2.08337647299799	VIPER
Q00613	HSF1	tf	3.1357706937902	PhosphoScore
Q96EB6	SIRT1	tf	2.19807663138066	PhosphoScore
P42229	STAT5A	tf	-3.23745533449045	PhosphoScore
P00519	ABL1	kin	-3.02106507414638	VIPER
P27037	ACVR2A	kin	11.7187571554703	VIPER
Q13705	ACVR2B	kin	11.174922968472	VIPER
Q9UM73	ALK	kin	-2.760065146197	VIPER
P30530	AXL	kin	-3.39900873927234	VIPER
P11274	BCR	kin	-2.40122791070119	VIPER
P51451	BLK	kin	-2.7966200394704	VIPER
P36894	BMPR1A	kin	12.6350164053452	VIPER
O00238	BMPR1B	kin	13.9213135715096	VIPER
Q13873	BMPR2	kin	4.41305606580847	VIPER
P51813	BMX	kin	-2.06268303838956	VIPER
Q06187	BTK	kin	-2.34891695906165	VIPER
Q13557	CAMK2D	kin	-4.14390166973865	VIPER
Q16566	CAMK4	kin	-3.13694159206666	VIPER
Q8N5S9	CAMKK1	kin	-2.21505014411459	VIPER
Q96RR4	CAMKK2	kin	-3.87088680623035	VIPER+PhosphoScore
O00311	CDC7	kin	5.00263500309112	VIPER
Q15078	CDK5R1	kin	-2.32336435105506	VIPER
P38936	CDKN1A	kin	-0.0736941801332875	VIPER
P49759	CLK1	kin	6.23378571156333	VIPER
