UNIPROT	gene_name	mf	final_score	method
P10275	AR	tf	3.67961897708246	VIPER+PhosphoScore
P18850	ATF6	tf	4.10867963513826	VIPER
Q99626	CDX2	tf	-4.09704039017909	VIPER
Q16254	E2F4	tf	9.74423063461443	VIPER
P19419	ELK1	tf	0.249451525123569	VIPER+PhosphoScore
P03372	ESR1	tf	0.0488766291507108	VIPER+PhosphoScore
Q92731	ESR2	tf	3.3105350442047	VIPER
O43524	FOXO3	tf	2.92938706313578	VIPER
P15976	GATA1	tf	-3.16319934357989	VIPER
P10070	GLI2	tf	-1.99496330543606	VIPER
SIGNOR-C418	HIF_1_COMPLEX	tf	2.3313298676455	VIPER
Q16665	HIF1A	tf	5.58010259591601	VIPER
P20823	HNF1A	tf	-3.21286218413818	VIPER
P41235	HNF4A	tf	-2.80669290660491	VIPER
P01106	MYC	tf	11.3873029972741	VIPER
P04198	MYCN	tf	3.05707894652818	VIPER
Q13469	NFATC2	tf	-2.13564042924321	VIPER
Q16236	NFE2L2	tf	4.61998759979338	VIPER
Q13285	NR5A1	tf	-2.00412644314635	VIPER
SIGNOR-C104	RFX_COMPLEX	tf	5.18573342099426	VIPER
P48382	RFX5	tf	4.84452947063701	VIPER
P84022	SMAD3	tf	2.15182054547309	VIPER
SIGNOR-C451	SOX17_POU5F1	tf	-2.70002336586774	VIPER
SIGNOR-C73	SOX2_POU5F1	tf	-3.88066148774208	VIPER
P36956	SREBF1	tf	2.97668148864994	VIPER
Q12772	SREBF2	tf	2.50546423480726	VIPER
P42224	STAT1	tf	2.34058561054947	VIPER
P05549	TFAP2A	tf	2.05805934499668	VIPER
Q92754	TFAP2C	tf	2.00137885380093	VIPER
P19532	TFE3	tf	4.26502601547365	VIPER
P19484	TFEB	tf	4.77532103865733	VIPER
P04637	TP53	tf	2.92607634540324	VIPER
Q15853	USF2	tf	1.97010825110128	VIPER
P11473	VDR	tf	2.80594189814001	VIPER
P46937	YAP1	tf	2.48759317626582	VIPER
P14921	ETS1	tf	2.28424767165121	PhosphoScore
Q00613	HSF1	tf	-2.10607410550118	PhosphoScore
P04150	NR3C1	tf	2.18215796689787	PhosphoScore
P27037	ACVR2A	kin	-2.14206986422712	VIPER
P31751	AKT2	kin	0.529074887924115	VIPER+PhosphoScore
Q13315	ATM	kin	-2.82238450216025	VIPER
Q13535	ATR	kin	-3.18259217456134	VIPER
P36894	BMPR1A	kin	-3.6604592042108	VIPER
O00238	BMPR1B	kin	-3.28076936572396	VIPER
Q8IWQ3	BRSK2	kin	3.4693734536352	VIPER
Q9UQM7	CAMK2A	kin	-3.69894005767365	VIPER
Q13554	CAMK2B	kin	-4.63880661513666	VIPER
Q13555	CAMK2G	kin	-2.44906182377161	VIPER
Q8N5S9	CAMKK1	kin	3.02448224890622	VIPER
Q96RR4	CAMKK2	kin	3.17887119820049	VIPER
Q8IZL9	CDK20	kin	2.18877794476183	VIPER
Q15078	CDK5R1	kin	-3.92044885879729	VIPER
P49759	CLK1	kin	-4.78965266363031	VIPER
P49760	CLK2	kin	-7.66101368261942	VIPER
P49761	CLK3	kin	-6.07566614026465	VIPER
Q9HAZ1	CLK4	kin	-6.23679392742261	VIPER
P07333	CSF1R	kin	3.15777652953921	VIPER
P68400	CSNK2A1	kin	-3.12578009139434	VIPER
P19784	CSNK2A2	kin	-2.08131599323929	VIPER
Q08345	DDR1	kin	3.23842245875894	VIPER
Q16832	DDR2	kin	3.86375853389903	VIPER
P00533	EGFR	kin	2.57464593019583	VIPER
Q8IXL6	FAM20C	kin	-5.6659196582808	VIPER
P11362	FGFR1	kin	3.32800697155606	VIPER
P21802	FGFR2	kin	3.00921775891049	VIPER
P22607	FGFR3	kin	3.45371510510055	VIPER
P22455	FGFR4	kin	2.55632862212243	VIPER
Q15835	GRK1	kin	-2.90946647198759	VIPER
P35626	GRK3	kin	-3.06694521655814	VIPER
P43250	GRK6	kin	-5.15320873812684	VIPER
Q8WTQ7	GRK7	kin	-2.56142604845969	VIPER
P57058	HUNK	kin	5.4520924582291	VIPER
P14616	INSRR	kin	2.13641682019101	VIPER
P51617	IRAK1	kin	3.37770794369292	VIPER
Q9NWZ3	IRAK4	kin	2.65821632533243	VIPER
P23458	JAK1	kin	3.96783997252481	VIPER
O60674	JAK2	kin	2.37833745084646	VIPER
P52333	JAK3	kin	2.09521695902727	VIPER
O95835	LATS1	kin	-7.42465700233338	VIPER
Q9NRM7	LATS2	kin	-3.14598460687962	VIPER
P53667	LIMK1	kin	3.09209467176315	VIPER
P53671	LIMK2	kin	3.09907151565329	VIPER
P45985	MAP2K4	kin	2.15698949060015	VIPER
P52564	MAP2K6	kin	2.22590554242601	VIPER
O14733	MAP2K7	kin	2.49546233954533	VIPER
Q6ZN16	MAP3K15	kin	4.86253516895445	VIPER
Q9P0L2	MARK1	kin	4.47664128129584	VIPER
Q7KZI7	MARK2	kin	5.62218959753124	VIPER
P27448	MARK3	kin	5.00314575703463	VIPER
Q96L34	MARK4	kin	5.75470710598787	VIPER
Q6P0Q8	MAST2	kin	-6.36725253221347	VIPER
Q96GX5	MASTL	kin	3.23178186973863	VIPER
P00540	MOS	kin	-2.44289818354288	VIPER
Q04912	MST1R	kin	2.33909220891256	VIPER
Q96PY6	NEK1	kin	3.07709847280585	VIPER
Q6ZWH5	NEK10	kin	3.27752742840782	VIPER
Q8NG66	NEK11	kin	3.72943356406745	VIPER
P51957	NEK4	kin	4.12302500060797	VIPER
P04629	NTRK1	kin	2.15975333360925	VIPER
Q16288	NTRK3	kin	2.08148640425168	VIPER
Q96RG2	PASK	kin	-4.00675555139682	VIPER
P16234	PDGFRA	kin	2.7761148861627	VIPER
Q16654	PDK4	kin	3.33346120814945	VIPER
P11309	PIM1	kin	-5.24779779553012	VIPER
Q9P1W9	PIM2	kin	-2.66795831187157	VIPER
Q86V86	PIM3	kin	-3.14409528781379	VIPER
Q9NYY3	PLK2	kin	-3.358745594164	VIPER
O00444	PLK4	kin	4.59551992293152	VIPER
P78527	PRKDC	kin	-3.30801068862338	VIPER
P51817	PRKX	kin	-7.56309404485101	VIPER
Q13882	PTK6	kin	2.19881189522318	VIPER
O43353	RIPK2	kin	4.3834736262043	VIPER
P51812	RPS6KA3	kin	-2.32135939889881	VIPER
Q9UBS0	RPS6KB2	kin	2.03397544240428	VIPER
Q9NRH2	SNRK	kin	3.28285039539462	VIPER
Q96SB4	SRPK1	kin	-4.19172300128621	VIPER
P78362	SRPK2	kin	-3.36030572461751	VIPER
Q9UHD2	TBK1	kin	6.32524449768643	VIPER
P36897	TGFBR1	kin	-2.32483921235489	VIPER
Q13470	TNK1	kin	2.15274914374137	VIPER
Q96QT4	TRPM7	kin	3.11078341909393	VIPER
Q96PF2	TSSK2	kin	3.09111668030129	VIPER
Q5TCY1	TTBK1	kin	5.0346079419891	VIPER
Q6IQ55	TTBK2	kin	2.20674236462961	VIPER
O75385	ULK1	kin	3.58144416945328	VIPER
Q99986	VRK1	kin	4.23318022427232	VIPER
Q86Y07	VRK2	kin	2.08649947152486	VIPER
Q9BYP7	WNK3	kin	3.15999010561775	VIPER
Q96J92	WNK4	kin	-1.29374401828804	VIPER+PhosphoScore
P04626	ERBB2	kin	2.40069994564549	PhosphoScore
Q05655	PRKCD	kin	2.34175960635813	PhosphoScore
Q04759	PRKCQ	kin	-2.14415396434579	PhosphoScore
P23443	RPS6KB1	kin	2.75047331045121	PhosphoScore
P53004	BLVRA	other	1.978483821484	PhosphoScore
P17302	GJA1	other	-2.30270316008615	PhosphoScore
P09211	GSTP1	other	2.31354106554101	PhosphoScore
P35568	IRS1	other	2.94557569481042	PhosphoScore
Q9Y4H2	IRS2	other	3.79275621109762	PhosphoScore
P51787	KCNQ1	other	-2.10364670414057	PhosphoScore
P00338	LDHA	other	2.24630292902126	PhosphoScore
P48163	ME1	other	-2.41400775615436	PhosphoScore
P62136	PPP1CA	other	-2.23745720414432	PhosphoScore
O43148	RNMT	other	-2.54348516753328	PhosphoScore
P06702	S100A9	other	-2.20180474666033	PhosphoScore
P29353	SHC1	other	2.67317574837421	PhosphoScore
Q92504	SLC39A7	other	-2.45737014819094	PhosphoScore
