UNIPROT	gene_name	mf	final_score	method
P10275	AR	tf	5.3944737717036	VIPER
P15336	ATF2	tf	3.81188453616464	VIPER
P18848	ATF4	tf	2.33466903637178	VIPER
P18850	ATF6	tf	4.48374840967242	VIPER
Q99626	CDX2	tf	-3.37490919488005	VIPER
Q16254	E2F4	tf	7.62372317936394	VIPER
P18146	EGR1	tf	2.1148336801985	VIPER
P19419	ELK1	tf	3.49670095334665	VIPER
P03372	ESR1	tf	-0.783679461237608	VIPER+PhosphoScore
Q92731	ESR2	tf	4.90085603724047	VIPER
P14921	ETS1	tf	2.0364364064059	VIPER
O43524	FOXO3	tf	2.54946544775552	VIPER
P15976	GATA1	tf	-2.37370133400404	VIPER
SIGNOR-C418	HIF_1_COMPLEX	tf	2.2402437208249	VIPER
Q16665	HIF1A	tf	5.18663796507355	VIPER
P20823	HNF1A	tf	-6.62587706144084	VIPER
P41235	HNF4A	tf	-2.57692037079796	VIPER
P01106	MYC	tf	10.9630338298605	VIPER
P04198	MYCN	tf	2.59683323883447	VIPER
Q16236	NFE2L2	tf	4.19580592902258	VIPER
Q14938	NFIX	tf	-2.01807374802802	VIPER
SIGNOR-C13	NFKB_P65_P50	tf	2.27588165150625	VIPER
Q13285	NR5A1	tf	-3.2444108676399	VIPER
P26367	PAX6	tf	-2.32103614348741	VIPER
SIGNOR-C104	RFX_COMPLEX	tf	5.30433544618418	VIPER
P48382	RFX5	tf	4.92696985568782	VIPER
Q13950	RUNX2	tf	2.09570236641014	VIPER
Q15797	SMAD1	tf	2.16612975111892	VIPER
P84022	SMAD3	rec	0	constrains
SIGNOR-C451	SOX17_POU5F1	tf	-2.73573865461272	VIPER
SIGNOR-C73	SOX2_POU5F1	tf	-3.48109280646478	VIPER
P08047	SP1	tf	3.07536040203761	VIPER
P11831	SRF	tf	2.68661967167864	VIPER
P42224	STAT1	tf	2.37472487342049	VIPER
P40763	STAT3	tf	2.31751604302275	VIPER
P05549	TFAP2A	tf	2.17523460664798	VIPER
P19532	TFE3	tf	4.18560212679217	VIPER
P19484	TFEB	tf	5.3348096105848	VIPER
P04637	TP53	rec	0	constrains
P22415	USF1	tf	2.17172262210532	VIPER
Q15853	USF2	tf	2.17856315683666	VIPER
P11473	VDR	tf	2.0016257057569	VIPER
O14896	IRF6	tf	-3.90105817175024	PhosphoScore
P42229	STAT5A	tf	-2.28286546507258	PhosphoScore
O43294	TGFB1I1	tf	-2.24851580583151	PhosphoScore
P00519	ABL1	kin	3.41587516101282	VIPER
