UNIPROT	gene_name	mf	final_score	method
P10275	AR	tf	NA	VIPER
P15336	ATF2	tf	NA	VIPER
P18850	ATF6	tf	NA	VIPER
Q99626	CDX2	tf	NA	VIPER
Q16254	E2F4	tf	NA	VIPER
P19419	ELK1	tf	NA	VIPER
P03372	ESR1	tf	NA	VIPER
Q92731	ESR2	tf	NA	VIPER
P14921	ETS1	tf	NA	VIPER+PhosphoScore
P55317	FOXA1	rec	NA	constrains
O43524	FOXO3	tf	NA	VIPER
P15976	GATA1	tf	NA	VIPER
P10070	GLI2	tf	NA	VIPER
SIGNOR-C418	HIF_1_COMPLEX	tf	NA	VIPER
Q16665	HIF1A	tf	NA	VIPER
P20823	HNF1A	tf	NA	VIPER
P01106	MYC	tf	NA	VIPER
SIGNOR-C93	MYOD1_SWI_SNF_COMPLEX	tf	NA	VIPER
Q13469	NFATC2	tf	NA	VIPER
Q16236	NFE2L2	tf	NA	VIPER
Q12857	NFIA	tf	NA	VIPER
Q14938	NFIX	tf	NA	VIPER
P26367	PAX6	tf	NA	VIPER
P06401	PGR	rec	NA	constrains
SIGNOR-C104	RFX_COMPLEX	tf	NA	VIPER
P48382	RFX5	tf	NA	VIPER
Q13761	RUNX3	tf	NA	VIPER
P84022	SMAD3	rec	NA	constrains
SIGNOR-C73	SOX2_POU5F1	tf	NA	VIPER
P08047	SP1	tf	NA	VIPER
P42224	STAT1	tf	NA	VIPER
Q92754	TFAP2C	tf	NA	VIPER
P19532	TFE3	tf	NA	VIPER
P19484	TFEB	tf	NA	VIPER
P04637	TP53	rec	NA	constrains
P22415	USF1	tf	NA	VIPER
Q15853	USF2	tf	NA	VIPER
P11473	VDR	tf	NA	VIPER
O14896	IRF6	tf	NA	PhosphoScore
P31749	AKT1	rec	NA	constrains
P31751	AKT2	kin	NA	VIPER
Q9Y243	AKT3	kin	NA	VIPER
O14965	AURKA	kin	NA	VIPER
Q96GD4	AURKB	kin	NA	VIPER
P51451	BLK	kin	NA	VIPER
Q8TDC3	BRSK1	kin	NA	VIPER
Q8IWQ3	BRSK2	kin	NA	VIPER
Q8IU85	CAMK1D	kin	NA	VIPER
Q16566	CAMK4	kin	NA	VIPER
Q8N5S9	CAMKK1	kin	NA	VIPER
Q96RR4	CAMKK2	kin	NA	VIPER
P06493	CDK1	kin	NA	VIPER
Q15131	CDK10	kin	NA	VIPER
P21127	CDK11B	kin	NA	VIPER
Q9NYV4	CDK12	rec	NA	constrains
Q14004	CDK13	kin	NA	VIPER
O94921	CDK14	kin	NA	VIPER
Q00536	CDK16	kin	NA	VIPER+PhosphoScore
Q00537	CDK17	kin	NA	VIPER
Q07002	CDK18	kin	NA	VIPER
Q9BWU1	CDK19	kin	NA	VIPER
P24941	CDK2	kin	NA	VIPER
Q8IZL9	CDK20	kin	NA	VIPER
Q00526	CDK3	kin	NA	VIPER
P11802	CDK4	kin	NA	VIPER
Q00535	CDK5	kin	NA	VIPER
SIGNOR-C144	CDK5_CDK5R1	kin	NA	VIPER
Q00534	CDK6	kin	NA	VIPER
P49336	CDK8	kin	NA	VIPER
P50750	CDK9	kin	NA	VIPER
Q00532	CDKL1	kin	NA	VIPER
Q9HAZ1	CLK4	kin	NA	VIPER
P68400	CSNK2A1	kin	NA	VIPER
SIGNOR-C16	CYCLINE_CDK2	kin	NA	VIPER
P53355	DAPK1	kin	NA	VIPER
Q9UIK4	DAPK2	kin	NA	VIPER
O43293	DAPK3	kin	NA	VIPER
O00418	EEF2K	kin	NA	VIPER+PhosphoScore
P11362	FGFR1	kin	NA	VIPER
P21802	FGFR2	kin	NA	VIPER
Q5S007	LRRK2	kin	NA	VIPER
O43283	MAP3K13	kin	NA	VIPER
P31152	MAPK4	kin	NA	VIPER
Q6P0Q8	MAST2	kin	NA	VIPER
Q14680	MELK	kin	NA	VIPER
P42345	MTOR	kin	NA	VIPER
Q86YV6	MYLK4	kin	NA	VIPER
Q8NEV4	MYO3A	kin	NA	VIPER
Q8WXR4	MYO3B	kin	NA	VIPER
Q96PY6	NEK1	kin	NA	VIPER
Q6P3R8	NEK5	kin	NA	VIPER
Q9UBE8	NLK	kin	NA	VIPER
Q13153	PAK1	kin	NA	VIPER+PhosphoScore
Q13177	PAK2	kin	NA	VIPER
O75914	PAK3	kin	NA	VIPER
O96013	PAK4	kin	NA	VIPER
Q9P286	PAK5	kin	NA	VIPER
Q9NQU5	PAK6	kin	NA	VIPER
Q96RG2	PASK	kin	NA	VIPER
Q86V86	PIM3	kin	NA	VIPER
Q9BXM7	PINK1	kin	NA	VIPER
P17612	PRKACA	kin	NA	VIPER
Q9BZL6	PRKD2	kin	NA	VIPER
P51817	PRKX	kin	NA	VIPER
P04049	RAF1	kin	NA	VIPER
Q13464	ROCK1	kin	NA	VIPER
O75116	ROCK2	kin	NA	VIPER
P08922	ROS1	kin	NA	VIPER
Q96BR1	SGK3	kin	NA	VIPER
Q96Q15	SMG1	kin	NA	VIPER
P78362	SRPK2	kin	NA	VIPER
Q9UHD2	TBK1	kin	NA	VIPER
Q9UKE5	TNIK	kin	NA	VIPER
Q96PF2	TSSK2	kin	NA	VIPER
P33981	TTK	kin	NA	VIPER
Q6PHR2	ULK3	kin	NA	VIPER
Q86Y07	VRK2	kin	NA	VIPER
Q9H2G2	SLK	kin	NA	PhosphoScore
Q8WYL5	SSH1	phos	NA	PhosphoScore
P21399	ACO1	other	NA	PhosphoScore
Q02952	AKAP12	other	NA	PhosphoScore
Q9NRY4	ARHGAP35	other	NA	PhosphoScore
P53004	BLVRA	other	NA	PhosphoScore
P51636	CAV2	other	NA	PhosphoScore
Q12834	CDC20	other	NA	PhosphoScore
Q96FF9	CDCA5	other	NA	PhosphoScore
Q9HA82	CERS4	other	NA	PhosphoScore
Q9Y271	CYSLTR1	other	NA	PhosphoScore
Q9UBM7	DHCR7	other	NA	PhosphoScore
Q96QB1	DLC1	other	NA	PhosphoScore
Q13541	EIF4EBP1	other	NA	PhosphoScore
P17302	GJA1	other	NA	PhosphoScore
P61978	HNRNPK	other	NA	PhosphoScore
P33991	MCM4	other	NA	PhosphoScore
Q13835	PKP1	other	NA	PhosphoScore
P06702	S100A9	other	NA	PhosphoScore
P55011	SLC12A2	other	NA	PhosphoScore
Q92504	SLC39A7	other	NA	PhosphoScore
Q13586	STIM1	other	NA	PhosphoScore
Q16623	STX1A	other	NA	PhosphoScore
P11388	TOP2A	other	NA	PhosphoScore
P55327	TPD52	other	NA	PhosphoScore
Q9ULW0	TPX2	other	NA	PhosphoScore
Q9Y2K6	USP20	other	NA	PhosphoScore
P08670	VIM	other	NA	PhosphoScore
P46531	NOTCH1	rec	NA	constraints
P42336	PIK3CA	rec	NA	constraints
Q8N3U4	STAG2	rec	NA	constraints
Q969H0	FBXW7	rec	NA	constraints
Q9BX63	BRIP1	rec	NA	constraints
P01112	HRAS	rec	NA	constraints
P45985	MAP2K4	rec	NA	constraints
Q9C0K0	BCL11B	rec	NA	constraints
O14497	ARID1A	rec	NA	constraints
P23771	GATA3	rec	NA	constraints
Q9H3D4	TP63	rec	NA	constraints
Q86YC2	PALB2	rec	NA	constraints
Q8IXJ9	ASXL1	rec	NA	constraints
Q68CP9	ARID2	rec	NA	constraints
Q8N726	CDKN2A	rec	NA	constraints
P42771	CDKN2A	rec	NA	constraints
Q86Y01	DTX1	rec	NA	constraints
Q09472	EP300	rec	NA	constraints
Q15375	EPHA7	rec	NA	constraints
P21860	ERBB3	rec	NA	constraints
Q9UMN6	KMT2B	rec	NA	constraints
Q8NEZ4	KMT2C	rec	NA	constraints
Q8IY92	SLX4	rec	NA	constraints
P51532	SMARCA4	rec	NA	constraints
Q13233	MAP3K1	rec	NA	constraints
P60484	PTEN	rec	NA	constraints
Q15911	ZFHX3	rec	NA	constraints
P12830	CDH1	rec	NA	constraints
Q93074	MED12	rec	NA	constraints
Q9UMX1	SUFU	rec	NA	constraints
Q96T58	SPEN	rec	NA	constraints
P61769	B2M	rec	NA	constraints
Q5H9F3	BCORL1	rec	NA	constraints
Q04721	NOTCH2	rec	NA	constraints
P46063	RECQL	rec	NA	constraints
Q8WXE1	ATRIP	rec	NA	constraints
Q9UM47	NOTCH3	rec	NA	constraints
Q9NZ71	RTEL1	rec	NA	constraints
Q96RK0	CIC	rec	NA	constraints
Q92793	CREBBP	rec	NA	constraints
Q13227	GPS2	rec	NA	constraints
O75533	SF3B1	rec	NA	constraints
Q6UB99	ANKRD11	rec	NA	constraints
O95999	BCL10	rec	NA	constraints
P49711	CTCF	rec	NA	constraints
O00255	MEN1	rec	NA	constraints
O60934	NBN	rec	NA	constraints
Q9BYW2	SETD2	rec	NA	constraints
Q9NQB0	TCF7L2	rec	NA	constraints
Q9UER7	DAXX	rec	NA	constraints
Q13951	CBFB	rec	NA	constraints
P01116	KRAS	rec	NA	constraints
O75376	NCOR1	rec	NA	constraints
Q92574	TSC1	rec	NA	constraints
P20936	RASA1	rec	NA	constraints
O15119	TBX3	rec	NA	constraints
NA	HIST1H3B	rec	NA	constraints
P06400	RB1	rec	NA	constraints
P46527	CDKN1B	rec	NA	constraints
Q15831	STK11	rec	NA	constraints
P18074	ERCC2	rec	NA	constraints
Q13485	SMAD4	rec	NA	constraints
Q9UIF7	MUTYH	rec	NA	constraints
O43791	SPOP	rec	NA	constraints
P05412	JUN	rec	NA	constraints
Q8N1F7	NUP93	rec	NA	constraints
P54277	PMS1	rec	NA	constraints
Q15796	SMAD2	rec	NA	constraints
Q9Y6K1	DNMT3A	rec	NA	constraints
Q13315	ATM	rec	NA	constraints
Q01196	RUNX1	rec	NA	constraints
