UNIPROT	gene_name	mf	final_score	method
P10275	AR	tf	4.22367937526587	VIPER
P18848	ATF4	tf	2.92766168398917	VIPER
P18850	ATF6	tf	4.95262155207407	VIPER
Q99626	CDX2	tf	-3.82009344331007	VIPER
Q01094	E2F1	tf	2.71755762859015	VIPER
Q16254	E2F4	tf	7.88677454630832	VIPER
P19419	ELK1	tf	2.37784613269833	VIPER
Q99814	EPAS1	tf	2.08755161385572	VIPER
P14921	ETS1	tf	1.96388169682289	VIPER
P15036	ETS2	tf	2.10086616966384	VIPER
P15407	FOSL1	tf	2.33711485241962	VIPER
P23771	GATA3	rec	0	constrains
Q14526	HIC1	tf	-2.20386927564704	VIPER
SIGNOR-C418	HIF_1_COMPLEX	tf	3.66624820324403	VIPER
Q16665	HIF1A	tf	5.05579544047744	VIPER
P20823	HNF1A	tf	-4.96202685321183	VIPER
P05412	JUN	rec	0	constrains
P01106	MYC	tf	12.2646360401224	VIPER
P04198	MYCN	tf	3.75216626634638	VIPER
Q16236	NFE2L2	tf	4.80927232529142	VIPER
SIGNOR-C13	NFKB_P65_P50	tf	3.34639728140464	VIPER
P23511	NFYA	tf	2.5290241987894	VIPER
P24468	NR2F2	tf	-1.98253736754824	VIPER
Q13285	NR5A1	tf	-3.00454321722407	VIPER
Q04206	RELA	tf	2.13281810441743	VIPER
SIGNOR-C104	RFX_COMPLEX	tf	6.61222547602448	VIPER
P48382	RFX5	tf	5.92014918262665	VIPER
SIGNOR-C451	SOX17_POU5F1	tf	-2.04798296465259	VIPER
SIGNOR-C73	SOX2_POU5F1	tf	-3.35538693170532	VIPER
P08047	SP1	tf	3.6337761721069	VIPER
P42224	STAT1	tf	2.92054473872145	VIPER
P40763	STAT3	tf	2.73882700012427	VIPER
P05549	TFAP2A	tf	2.17530511173126	VIPER
P19532	TFE3	tf	3.67924386940022	VIPER
P19484	TFEB	tf	4.1248052967645	VIPER
P04637	TP53	rec	-1	constrains
P11473	VDR	tf	2.04020328727864	VIPER
P46937	YAP1	tf	2.53340701237533	VIPER+PhosphoScore
P03372	ESR1	tf	-5.49600599544815	PhosphoScore
P27037	ACVR2A	kin	-8.55162209204961	VIPER
Q13705	ACVR2B	kin	-8.01524163740161	VIPER
P31749	AKT1	rec	0	constrains
