UNIPROT	gene_name	mf	final_score	method
P10275	AR	tf	4.84745427481306	VIPER
P18850	ATF6	tf	4.69985960893837	VIPER
Q99626	CDX2	tf	-2.3447121082418	VIPER
Q16254	E2F4	tf	8.08255831111305	VIPER
P03372	ESR1	tf	-0.310270314825913	VIPER+PhosphoScore
Q92731	ESR2	tf	4.46218622632915	VIPER
Q01543	FLI1	tf	-2.33868574330161	VIPER
O43524	FOXO3	tf	2.52395714701754	VIPER
P15976	GATA1	tf	-3.01326508086859	VIPER
SIGNOR-C418	HIF_1_COMPLEX	tf	2.47597773850578	VIPER
Q16665	HIF1A	tf	5.21051579775223	VIPER
P20823	HNF1A	tf	-4.09554282459453	VIPER
P01106	MYC	tf	10.4729858985535	VIPER
P04198	MYCN	tf	2.29425217543437	VIPER
Q13469	NFATC2	tf	-2.02480839087051	VIPER
Q16236	NFE2L2	tf	4.00517757085097	VIPER
P24468	NR2F2	tf	-2.1409918481622	VIPER
SIGNOR-C104	RFX_COMPLEX	tf	4.22536887633656	VIPER
P48382	RFX5	tf	3.90604908138058	VIPER
P84022	SMAD3	tf	3.03643356842655	VIPER
SIGNOR-C451	SOX17_POU5F1	tf	-2.98683167001873	VIPER
SIGNOR-C73	SOX2_POU5F1	tf	-4.4528584707741	VIPER
P08047	SP1	tf	2.39798446354064	VIPER
P42224	STAT1	tf	4.17973561252325	VIPER
Q92754	TFAP2C	tf	2.5485183345907	VIPER
P19532	TFE3	tf	3.93582910599137	VIPER
P19484	TFEB	tf	4.68130496966819	VIPER
P04637	TP53	tf	-0.101670676749786	VIPER+PhosphoScore
P22415	USF1	tf	2.33099765133516	VIPER
Q15853	USF2	tf	2.84989222306477	VIPER
P11473	VDR	tf	2.87507234836569	VIPER
Q9UER7	DAXX	tf	-1.96002322083848	PhosphoScore
P00519	ABL1	kin	2.29201756423566	VIPER
P27037	ACVR2A	kin	-5.07595119702216	VIPER
Q13705	ACVR2B	kin	-2.85474659900179	VIPER
Q13315	ATM	kin	-2.43610135266926	VIPER
P36894	BMPR1A	kin	-6.65712956998586	VIPER
O00238	BMPR1B	kin	-5.795540113937	VIPER
P15056	BRAF	kin	-2.16250340200488	VIPER
Q06187	BTK	kin	2.09918910640718	VIPER
Q9UQM7	CAMK2A	kin	-2.57007671554281	VIPER
Q13554	CAMK2B	kin	-3.19465045309567	VIPER
Q13555	CAMK2G	kin	-2.99432472341921	VIPER
P06493	CDK1	kin	-2.72748881938077	VIPER
Q9BWU1	CDK19	kin	3.27598793730666	VIPER
P24941	CDK2	kin	-3.13422344716676	VIPER
SIGNOR-C144	CDK5_CDK5R1	kin	-2.29098830440962	VIPER
P49759	CLK1	kin	-4.36033000473669	VIPER
P49760	CLK2	kin	-4.91784783412568	VIPER
P49761	CLK3	kin	-4.53517733192023	VIPER
Q9HAZ1	CLK4	kin	-2.18458491127881	VIPER
P49674	CSNK1E	kin	-2.21073295475994	VIPER
P68400	CSNK2A1	kin	-4.77642146607181	VIPER
P19784	CSNK2A2	kin	-3.06185994235069	VIPER
SIGNOR-C18	CYCLIND_CDK4	kin	-2.32788570193022	VIPER
Q9BY84	DUSP16	phos	2.5232417861465	VIPER
Q16828	DUSP6	phos	2.96212889702657	VIPER
Q16829	DUSP7	phos	3.26721315781473	VIPER
Q8IXL6	FAM20C	kin	-6.07039820436768	VIPER
P21802	FGFR2	kin	-0.355920567025225	VIPER
P09769	FGR	kin	2.28718826002581	VIPER
O14976	GAK	kin	-2.81275581439354	VIPER
P35557	GCK	kin	-2.93437297711913	VIPER
P25098	GRK2	kin	-3.46171837949705	VIPER
P35626	GRK3	kin	-3.35802900292828	VIPER
P32298	GRK4	kin	-3.73333458956691	VIPER
P34947	GRK5	kin	-0.838913656606689	VIPER
P43250	GRK6	kin	-2.30239826796341	VIPER
Q8WTQ7	GRK7	kin	-7.29942210237859	VIPER
P08631	HCK	kin	2.03360821883949	VIPER
P23458	JAK1	kin	2.145064809045	VIPER
O95835	LATS1	kin	-2.80808844964318	VIPER
Q9NRM7	LATS2	kin	-2.71270908965146	VIPER
Q6P0Q8	MAST2	kin	-7.95224605873609	VIPER
Q8NEV4	MYO3A	kin	-2.78780615968035	VIPER
Q6ZWH5	NEK10	kin	1.96346068934183	VIPER
P11309	PIM1	kin	-2.7276942058259	VIPER
Q9NYY3	PLK2	kin	-5.6781925220907	VIPER
Q9H4B4	PLK3	kin	-2.6035110138798	VIPER
P78362	SRPK2	kin	-2.24370991038923	VIPER
Q9UPE1	SRPK3	kin	-2.54205993209926	VIPER
Q15569	TESK1	kin	2.17115058386639	VIPER
P36897	TGFBR1	kin	-4.88331933952537	VIPER
Q9UKE5	TNIK	kin	-2.2949584053381	VIPER
Q13470	TNK1	kin	2.38771583416973	VIPER
P33981	TTK	kin	-2.59416009050649	VIPER
P29597	TYK2	kin	2.34604229071221	VIPER
P30291	WEE1	kin	2.27172033222359	VIPER
Q9UIG0	BAZ1B	kin	-3.00147292602127	PhosphoScore
O00418	EEF2K	kin	-2.93696102911081	PhosphoScore
Q9H2G2	SLK	kin	-2.11211950484856	PhosphoScore
Q8WYL5	SSH1	phos	-2.32545108407015	PhosphoScore
Q8N264	ARHGAP24	other	2.28474703035316	PhosphoScore
P52565	ARHGDIA	other	-2.10286015023317	PhosphoScore
Q9UBM7	DHCR7	other	-3.2227107842495	PhosphoScore
Q9H8V3	ECT2	other	-2.09273024802109	PhosphoScore
P33991	MCM4	other	2.57448006482331	PhosphoScore
P27986	PIK3R1	other	3.75724877241467	PhosphoScore
O43148	RNMT	other	-3.29063136004964	PhosphoScore
Q8N122	RPTOR	other	2.20354812117369	PhosphoScore
P06702	S100A9	other	-2.42701345812092	PhosphoScore
P19634	SLC9A1	other	2.19811006861274	PhosphoScore
Q16623	STX1A	other	-2.49152535503139	PhosphoScore
P11388	TOP2A	other	-2.31483865384602	PhosphoScore
